Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6477c6c2f887d94613a48af4,5b3937c57bc6be00010caf12,APPROVED,2023-05-31T22:14:26.156000Z,2023-05-31T22:39:19.945000Z,2023-06-14T19:54:43.023000Z,2023-05-31T22:39:20.342084Z,1494.0,C4F2Q1F2,349,37,Male,White,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED
6477c6c44a0c5abbfa861d8a,60e30e4e37884055cdbfbf39,APPROVED,2023-05-31T22:14:39.570000Z,2023-05-31T22:38:55.410000Z,2023-06-14T19:54:43.164000Z,2023-05-31T22:38:55.814945Z,1456.0,C4F2Q1F2,221,22,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
6477c6c99dc8a072affb2a39,5d5252dd598b86001632de26,APPROVED,2023-05-31T22:14:33.834000Z,2023-05-31T22:36:35.315000Z,2023-06-14T19:54:43.307000Z,2023-05-31T22:36:39.927860Z,1322.0,C4F2Q1F2,301,31,Male,Other,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time
6477c6dd0e0f4ad88ce34123,5dde93f5c944d1e014e642ad,APPROVED,2023-05-31T22:16:12.145000Z,2023-05-31T22:36:24.291000Z,2023-06-14T19:54:43.442000Z,2023-05-31T22:36:26.077658Z,1213.0,C4F2Q1F2,138,21,Male,White,Italy,Italy,Italy,Italian,Yes,Unemployed (and job seeking)
6477c6e566458582d299145d,6028587755736d18c83410bf,APPROVED,2023-05-31T22:16:52.700000Z,2023-05-31T22:37:48.841000Z,2023-06-14T19:54:43.583000Z,2023-05-31T22:37:49.255028Z,1257.0,C4F2Q1F2,112,37,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
6477c6e6b38d97af5a5cad69,5efae8ae4003e69471e548b3,APPROVED,2023-05-31T22:15:07.173000Z,2023-05-31T22:35:45.745000Z,2023-06-14T19:54:43.718000Z,2023-05-31T22:35:50.308926Z,1239.0,C4F2Q1F2,411,23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
6477c6e8de09d23c6899142f,5dbca1ef74145024a01ab19d,APPROVED,2023-05-31T22:15:04.555000Z,2023-05-31T22:40:25.240000Z,2023-06-14T19:54:44.010000Z,2023-05-31T22:40:25.681409Z,1521.0,C4F2Q1F2,312,25,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
6477c6e84ab5b46d6d50cfcd,5e6ff326d44cb20009e2d3ba,APPROVED,2023-05-31T22:15:04.843000Z,2023-05-31T22:37:05.596000Z,2023-06-14T19:54:43.866000Z,2023-05-31T22:37:06.033528Z,1321.0,C4F2Q1F2,231,26,Female,White,Italy,Italy,Italy,Italian,Yes,Other
6477c6e9f3e20e9ab7b939ef,6155e5fbf44677ab2835421d,APPROVED,2023-05-31T22:15:10.653000Z,2023-05-31T22:37:30.931000Z,2023-06-14T19:54:44.151000Z,2023-05-31T22:37:31.348946Z,1341.0,C4F2Q1F2,110,24,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
6477c6efb1e695162a9f1530,5d67ffdef5c633001847babd,APPROVED,2023-05-31T22:15:11.013000Z,2023-05-31T22:40:01.208000Z,2023-06-14T19:54:44.286000Z,2023-05-31T22:40:01.823769Z,1491.0,C4F2Q1F2,299,26,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
6477c6f1361db5d828edaac7,5fb4968e9afe501e833cbbea,APPROVED,2023-05-31T22:16:05.688000Z,2023-05-31T22:40:12.482000Z,2023-06-14T19:54:44.424000Z,2023-05-31T22:40:12.816813Z,1447.0,C4F2Q1F2,60,23,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Part-Time
6477c6f3f0256b820eedab07,5c60c298af517e0001a00b00,APPROVED,2023-05-31T22:15:15.331000Z,2023-05-31T22:35:16.309000Z,2023-06-14T19:54:44.719000Z,2023-05-31T22:35:16.716826Z,1201.0,C4F2Q1F2,445,22,Male,White,Chile,Chile,Chile,Spanish,Yes,Part-Time
6477c6f387abb62adece8f99,613add879e40150ca89fd051,APPROVED,2023-05-31T22:17:28.034000Z,2023-05-31T22:45:28.740000Z,2023-06-14T19:54:44.584000Z,2023-05-31T22:45:32.221930Z,1681.0,C4F2Q1F2,212,39,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Part-Time
6477c6fa3638fa4b1f6fca64,5f41578cd54b8c0bd41d386b,APPROVED,2023-05-31T22:15:34.571000Z,2023-05-31T22:54:09.569000Z,2023-06-14T19:54:44.854000Z,2023-05-31T22:54:10.127146Z,2315.0,C4F2Q1F2,166,21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
6477c6fe4578f588d7663e56,5b232f6838fc0c000131438c,APPROVED,2023-05-31T22:15:26.298000Z,2023-05-31T22:37:02.988000Z,2023-06-14T19:54:44.992000Z,2023-05-31T22:37:03.346414Z,1297.0,C4F2Q1F2,236,30,Female,White,United States,New Zealand,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6477c6ffb1e695162a9f1539,616386592c2de177c9e3e0bb,APPROVED,2023-05-31T22:15:27.928000Z,2023-05-31T22:38:45.184000Z,2023-06-14T19:54:45.132000Z,2023-05-31T22:38:45.597117Z,1398.0,C4F2Q1F2,137,20,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time
6477c700de09d23c68991434,60dae7f7ca5ccaa419552ed8,APPROVED,2023-05-31T22:15:38.794000Z,2023-05-31T22:52:43.578000Z,2023-06-14T19:54:45.272000Z,2023-05-31T22:52:43.986101Z,2225.0,C4F2Q1F2,10,24,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
6477c7e7c58a88802726a192,604ff1c798e159aa44a2e912,APPROVED,2023-05-31T22:19:43.151000Z,2023-05-31T22:41:32.816000Z,2023-06-14T19:54:45.412000Z,2023-05-31T22:41:34.597343Z,1310.0,C4F2Q1F2,166,29,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time
6477e59c64b8241a487fd8da,5c3377fb04f29e0001104681,APPROVED,2023-06-01T00:26:04.236000Z,2023-06-01T00:57:43.208000Z,2023-06-14T19:54:45.560000Z,2023-06-01T00:57:43.993819Z,1899.0,C4F2Q1F2,604,31,Male,White,Spain,Spain,Spain,Spanish,Yes,Part-Time
6502433b8f808fe592909fe0,5ad63c167f70c10001904bc5,APPROVED,2023-09-13T23:18:23.181000Z,2023-09-13T23:58:36.250000Z,2023-09-18T18:19:23.676000Z,2023-09-13T23:58:36.852398Z,2414.0,C4F2Q1F2,907,24,Female,White,Italy,Italy,Italy,Italian,Yes,Part-Time
6502434134d8aaec1be8b578,5f8040a15e9c0003ae16dc31,APPROVED,2023-09-13T23:21:37.436000Z,2023-09-13T23:47:13.453000Z,2023-09-18T18:19:23.973000Z,2023-09-13T23:48:18.030747Z,1537.0,C4F2Q1F2,667,25,Female,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,Full-Time
